Date,Open,High,Low,Close,Volume
2019-04-12,46.82,47.810001,46.542999,47.790001,82900
2019-04-15,47.900002,47.900002,46.5,46.630001,42500
2019-04-16,47.299999,48,46.939999,47.669998,57700
2019-04-17,48.209999,48.560001,46.73,46.939999,64300
2019-04-18,47.200001,48.290001,47.200001,48.060001,58600
2019-04-22,47.41,48.150002,46.939999,47.610001,28700
2019-04-23,49.25,51,49.099998,50.43,108600
2019-04-24,51.25,51.25,49.720001,49.849998,51100
2019-04-25,49.150002,50.110001,47.73,49.73,61500
2019-04-26,50.09,50.353001,49.529999,50.27,22900
2019-04-29,50.09,51.470001,50,50.5,43800
2019-04-30,50.48,51.125999,49.882,50.959999,35300
2019-05-01,51.540001,53.275002,51.09,51.16,87500
2019-05-02,50.77,50.869999,49.25,50.299999,77000
2019-05-03,50.98,51.997002,50.867001,51.939999,46100
2019-05-06,48.740002,51.57,48.490002,51.349998,63200
2019-05-07,49.57,49.860001,46.957001,47.779999,71200
2019-05-08,47.450001,49.580002,47.349998,48.889999,68600
2019-05-09,47.5,49.099998,46.450001,48.830002,64200
2019-05-10,47.700001,49.560001,46.540001,49.419998,50200
2019-05-13,46.189999,46.57,44.167999,45.119999,87400
2019-05-14,45.959999,47.290001,45.330002,46.41,54000
2019-05-15,45.34,47.209999,44.41,46.655998,43700
2019-05-16,47.48,48.93,47.134998,48.740002,88700
2019-05-17,48.009998,49.108002,47.330002,47.580002,62800
2019-05-20,47.130001,48.075001,46.744999,47.669998,38600
2019-05-21,48.549999,49.93,48.312,49.860001,57200
2019-05-22,49.59,49.59,48.91,49.009998,29300
2019-05-23,47.139999,47.709999,45.580002,46.66,86200
2019-05-24,47.290001,48.118,46.834999,47.279999,34500
2019-05-28,47.610001,48.254002,46.75,46.860001,25100
2019-05-29,45.939999,46.709999,45.5,46.43,67100
2019-05-30,46.75,47.327999,45.98,46.470001,23700
2019-05-31,45,45.583,44.720001,44.779999,40600
2019-06-03,44.580002,45.91,44.110001,45.470001,42200
2019-06-04,46.93,48.41,46.810001,48.299999,45500
2019-06-05,48.84,50.43,48.825001,50.43,68400
2019-06-06,50.73,51.110001,49.321999,50.75,28600
2019-06-07,51.349998,52.139999,51.27,51.709999,35200
2019-06-10,53.07,53.528,50.599998,50.790001,75100
2019-06-11,51.470001,51.470001,46.349998,47.259998,146900
2019-06-12,47,47.759998,46.523998,47.59,37300
2019-06-13,48.369999,48.889,47,48.889,37700
2019-06-14,48.360001,48.816002,48,48.139999,38600
2019-06-17,48.529999,48.752998,47.825001,48.25,19400
2019-06-18,49.189999,51.720001,49.189999,51.669998,129900
2019-06-19,52.049999,52.25,51.259998,51.939999,52600
2019-06-20,53.27,54.900002,52.93,54.790001,113700
2019-06-21,54.700001,55.150002,53.41,53.599998,66000
2019-06-24,53.900002,55.049999,53.900002,54.049999,30400
2019-06-25,54.049999,54.189999,52.689999,52.779999,65700
2019-06-26,53.060001,53.650002,52.68,52.700001,29200
2019-06-27,51.880001,52.57,51.338001,52.009998,48300
2019-06-28,52.5,53.509998,51.674,53.189999,33300
2019-07-01,54.849998,55.540001,51.73,51.91,71700
2019-07-02,51.810001,52.889999,51.712002,52.740002,25900
2019-07-03,53.400002,53.41,52.527,53.41,25400
2019-07-05,52.880001,53.400002,51.669998,53.400002,23500
2019-07-08,52.48,52.48,51.169998,51.759998,31600
2019-07-09,51.130001,52.743,50.759998,52.619999,35400
2019-07-10,53.490002,53.93,52.389999,52.474998,41500
2019-07-11,52.237,53.93,51.981998,53.689999,48200
2019-07-12,54.119999,55.779999,54,55.740002,68100
2019-07-15,55.610001,55.610001,54.233002,54.549999,51900
2019-07-16,54.68,55.419998,54.68,54.98,28400
2019-07-17,55.029999,55.240002,53.66,53.669998,82500
2019-07-18,53.450001,53.630001,51.860001,52.75,61000
2019-07-19,53.790001,55.700001,53.790001,54.919998,77300
2019-07-22,55,55.799999,54.432999,55.02,53600
2019-07-23,55.990002,56.630001,54.619999,56,69300
2019-07-24,55.400002,57.612,54.470001,56.599998,55100
2019-07-25,56.34,57.139999,55.354,56.130001,24000
2019-07-26,56.060001,56.060001,54.908001,55.279999,38600
2019-07-29,55.130001,55.27,54.220001,54.48,24900
2019-07-30,53.799999,54.740002,53.049999,54.740002,43800
2019-07-31,55.029999,56.369999,53,53.66,64900
2019-08-01,53.369999,54.630001,51.060001,51.189999,101400
2019-08-02,50.970001,51.380001,49.16,50.639999,51300
2019-08-05,48.32,48.5,45.529999,47.169998,79300
2019-08-06,49,50.939999,48.93,50.82,60200
2019-08-07,48.900002,52.25,48.470001,51.68,52500
2019-08-08,52.66,55.186001,52.334999,54.93,71000
2019-08-09,54.23,54.91,53.051998,54.049999,48300
2019-08-12,53.060001,53.52,51.276001,51.73,44500
2019-08-13,51.189999,53.709999,51.189999,52.400002,63300
2019-08-14,50.200001,50.763,47.959999,48.259998,92200
2019-08-15,49.09,50,47.869999,49.68,96000
2019-08-16,50.970001,51.619999,50,51.349998,93400
2019-08-19,53.130001,53.310001,52.400002,52.93,44100
2019-08-20,52.830002,53.299999,52.150002,52.919998,36500
2019-08-21,53.849998,54.967999,53.648998,54.25,57200
2019-08-22,54.470001,56.68,54.290001,56.110001,68600
2019-08-23,55.34,58,52.189999,52.939999,122000
2019-08-26,54.450001,55.244999,52.803001,54.310001,40600
2019-08-27,55.279999,55.279999,52.599998,53.279999,30900
2019-08-28,53.18,55.137001,51.77,54.967999,50000
2019-08-29,56.610001,57.40001,55.93,57.18,57800
2019-08-30,58.26,58.27,57.46,57.75,60000
